ID,ResponseId,d0_s0,Consent,beh1p,beh2p,beh3p,beh4p,beh5p,beh6p,beh7p,beh8p,beh9p,beh10p,beh11p,beh12p,beh13p,beh14p,beh15p,beh16p,beh17n,beh18n,beh19n,beh20n,beh21n,beh22n,beh23n,beh24n,beh25n,beh26n,beh27n,beh28n,beh29n,beh30n,Attention_check,beh31n,beh32n,beh33neut,beh34neut,beh35neut,beh36neut,beh37neut,beh38neut,beh39neut,beh40neut,DO_1,DO_2,DO_3,DO_4,DO_5,DO_6,DO_7,DO_8,DO_9,DO_10,DO_11,DO_12,DO_13,DO_14,DO_15,DO_16,DO_17,DO_18,DO_19,DO_20,DO_21,DO_22,DO_23,DO_24,DO_25,DO_26,DO_27,DO_28,DO_29,DO_30,DO_31,DO_32,DO_33,DO_34,DO_35,DO_36,DO_37,DO_38,DO_39,DO_40,DO_41,Gender,Age,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,employed,FT_years
64,R_yqJyJmKyFK57Epr,0,1,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,1,1,1,1,3,2,1,2,1,2,1,2,1,2,2,1,1,4,4,4,4,7,4,4,4,34,20,31,41,2,33,3,16,7,28,1,18,19,37,32,6,15,29,26,27,12,24,13,22,21,36,30,40,8,23,38,25,9,14,11,39,17,5,10,4,35,1,27, , , , ,1, , ,1,8
65,R_2sd5e1tQA6RC1pn,0,1,7,6,5,6,7, , ,6,7,7, ,7,7,7, ,6,2,3,2, ,2,2,3,1, ,1,1,2,1,1,2,2, ,5,4,4,4,4,4,4,5,4,32,41,21,2,26,24,18,33,34,27,14,30,39,28,37,35,12,38,23,6,13,5,36,22,7,17,1,11,29,8,15,25,10,19,3,40,31,16,9,20,2,36, , , , ,1, , ,1,18
66,R_1lbqhVAQVZzMQhX,0,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,3,1,4,4,1,1,4,1,4,2,4,2,4,4,4,4,4,4,4,4,36,2,7,18,6,25,28,15,19,27,11,10,9,22,32,41,29,20,4,34,33,26,30,13,37,8,14,5,35,23,16,39,17,21,1,40,31,3,24,38,12,1,35, , , , ,1, , ,1,16
67,R_3fk4R4jG2SvHSkm,0,1,6,7,6,6,7,7,6,7,7,7,7,5,3,6,7,6,1,2,2,1,2,3,2,3,1,2,1,3,2,2,2,2,2,5,4,4,4,4,4,4,4,24,10,11,13,6,15,19,16,1,28,36,21,31,33,14,41,23,34,35,3,7,18,5,9,26,20,2,8,32,39,30,17,29,4,40,25,27,37,22,12,38,2,29, , , , ,1, , ,2,12
68,R_1pXQgB5naKRgwmW,0,1,5,6,5,5,5,6,6,6,7,7,6,7,6,7,7,6,1,1,2,1,1,2,2,3,1,2,1,2,1,3,2,2,1,4,4,4,4,4,4,4,4,39,2,24,13,30,40,19,33,14,26,17,32,28,4,36,35,15,20,18,12,16,29,10,25,31,6,8,37,11,1,34,23,21,5,41,22,38,3,9,7,27,2,23, , , , ,1, , ,1,2
69,R_1f2TORLtm9yxuLH,0,1,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,1,5,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,4,4,4,4,4,4,4,4,40,12,15,27,11,29,3,38,5,23,10,36,41,20,34,24,30,21,19,28,22,9,26,6,8,18,1,35,37,39,32,13,14,2,7,4,31,33,17,16,25,1,38, , , , ,1, , ,1,15
70,R_3neFLMXuwCAHLrQ,0,1,6,6,6,5,7,6,6,4,7,7,7,6,6,7,6,6,1,2,1,3,1,2,1,2,1,1,1,2,1,1,2,2,1,4,4,6,4,4,4,4,4,36,1,33,27,28,38,32,8,12,35,22,19,26,16,34,29,11,4,20,37,39,17,31,18,30,14,41,6,24,5,3,23,13,40,2,21,7,9,15,10,25,1,26, , , , ,1, , ,1,2
71,R_w4Vk3tN4HGbITE5,0,1,2,7,6,5,7,6,6,6,6,6,7,6,6,6,6,6,2,3,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,4,4,4,4,37,34,2,40,38,28,4,9,15,20,24,7,17,21,1,3,33,41,5,18,16,22,32,25,30,13,12,10,26,6,23,14,36,35,39,11,31,19,29,27,8,1,29, , , , ,1, , ,1,10
72,R_893HnAdO58Izf57,0,1,6,6,5,5,6,6,5,5,6,6,5,6,6,6,7,5,1,2,1,2,2,3,2,3,2,2,1,3,1,1,2,2,2,4,4,4,4,4,4,4,4,20,4,33,32,8,22,35,5,21,27,11,18,9,16,23,7,28,37,1,26,29,34,19,31,24,14,40,12,39,41,2,13,38,3,15,25,6,17,30,10,36,1,32, , , , ,1, , ,1,10
73,R_2q9po321s4dTHd2,0,1,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,5,1,1,1,1,1,1,1,1,1,6,1,1,1,5,2,1,1,7,7,5,7,7,5,5,4,12,34,26,39,17,24,27,37,9,33,28,10,25,11,32,2,21,1,41,7,22,35,14,19,8,3,20,38,31,30,5,23,15,18,36,40,16,4,6,13,29,1,27, ,1, , , , , ,1,5
74,R_tKUSEEje8wnGdFv,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,4,4,4,4,4,4,4,4,22,23,16,28,7,37,15,2,36,18,6,27,38,33,40,8,41,29,34,32,9,30,26,21,20,5,12,17,10,39,1,19,31,11,25,14,24,3,35,4,13,2,40, , , , ,1, , ,1,20
75,R_1IaQmwgSghFqFFC,0,1,7,7,7,6,7,6,6,6,6,7,7,6,5,6,7,7,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,4,4,4,4,4,4,4,4,15,21,39,22,13,20,6,16,3,35,17,27,32,24,28,37,12,23,1,5,10,2,8,26,40,33,9,4,41,30,18,29,11,36,38,7,25,14,19,34,31,2,28, , , , ,1, , ,1,12
76,R_2Ya07gn0NZfnKYL,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,3,2,1,1,1,2,1,1,2,1,2,1,1,4,4,4,6,4,4,4,7,39,40,13,24,32,33,28,31,37,7,22,34,1,21,26,27,25,3,15,29,18,17,35,30,19,38,9,11,10,4,8,14,5,6,23,36,20,41,12,16,2,2,50, , , , ,1, , ,1,31
77,R_PZYmDJjqXW4RNzb,0,1,5,5,6,6,5,6,5,5,6,5, ,5,6,5,6,6,6,5,5,5,4,6,5,6,6,6,5,6,5,5,6,6,6,5,6,5,4,6,4,5,6,34,3,5,39,30,18,20,21,31,9,40,14,26,17,25,12,8,2,27,10,28,15,24,11,33,29,38,19,23,37,4,36,22,16,6,35,13,32,7,41,1,1,27, , , , ,1, , ,1,7
78,R_1JKNB4Zc1ePwkuJ,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,5,1,1,2,3,1,2,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,28,3,14,33,40,10,39,5,4,24,32,8,16,2,30,34,23,31,36,38,26,29,41,22,35,17,19,7,25,6,11,12,18,20,9,27,1,37,15,13,21,1,37, , , , ,1, , ,1,23
79,R_30od413qeyLwGfV,0,1,6,6,6,6,6,6,7,6,6,6,7,7,6,7,7,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,33,28,26,24,23,41,5,32,40,19,31,8,36,4,7,39,12,6,18,16,34,29,35,27,15,38,17,25,3,9,1,11,22,37,30,10,21,14,20,2,13,1,29, , , ,1, , , ,1,3
80,R_paOmhAbY8hUhZrb,0,1,3,3,5,4,6,3,3,6,3,4,3,3,3,7,4,5,4,4,3,3,4,4,4,4,7,5,4,7,3,6,2,4,2,3,5,3,5,3,7,5,5,40,29,4,31,18,21,26,11,28,27,9,23,17,37,12,3,5,34,35,33,14,19,10,16,22,15,2,36,20,41,8,13,24,38,32,6,7,30,39,25,1,1,25, , , ,1, , , , ,2
81,R_2QtYLL2EJTokUvx,0,1,4,3,5,5,4,3,5,5,5,5,3,3,4,5,3,5,5,4,5,5,3,5,4,5,3,4,4,6,3,5,2,5,5,4,4,4,4,3,5,4,4,16,11,15,23,14,30,5,20,27,34,17,41,12,29,18,1,33,6,31,26,28,4,10,38,25,21,32,36,40,39,19,22,9,24,13,37,3,35,2,7,8,1,25, , , , ,1, , ,3,2
82,R_3IS8baSnrX48jxC,0,1,7,5,5,5,7,6,7,6,6,6,6,6,6,7,7,6,3,3,1,3,1,3,2,3,1,2,1,3,1,2,2,2,2,4,4,4,4,4,4,4,4,23,27,17,16,13,6,14,11,28,22,35,8,19,39,29,36,38,33,5,15,32,37,1,41,30,40,4,26,34,3,10,20,21,12,2,31,7,24,25,18,9,1,34, , , , ,1, , ,1,8
83,R_3GwVyJhd7SYkt4y,0,1,6,6,5,5,6,5,6,6,5,6,6,6,6,7,6,5,1,2,1,1,2,3,3,2,2,2,1,3,2,2,2,2,2,4,4,4,4,4,4,4,4,12,13,34,17,27,22,15,2,26,21,29,9,1,8,38,35,24,4,40,3,25,14,30,20,19,33,23,37,31,16,6,32,7,18,39,36,11,41,5,28,10,2,34, , , , ,1, , ,1,11
84,R_3ELTQ3vdg48kPnz,0,1,5,6,6,6,7,6,5,7,7,6,6,6,6,6,7,6,1,2,1,3,2,2,1,2,2,1,1,2,1,2,2,1,2,4,4,4,4,4,4,4,4,33,8,24,10,35,15,30,7,3,20,17,32,4,23,25,26,11,19,9,41,39,12,34,40,37,38,21,22,18,29,1,31,14,5,16,27,36,13,2,6,28,2,25, , , , ,1, , ,1,6
85,R_2tKbb7SQe5b5711,0,1,6,6,6,6,6,7,6,5,6,7,7,6,6,7,6,6,1,2,2,2,2,3,1,2,3,2,1,2,1,3,2,3,2,4,4,4,4,4,4,4,4,12,14,31,22,30,32,3,7,26,40,6,4,11,2,37,13,8,16,38,33,9,21,5,18,35,15,27,28,17,10,34,20,1,24,41,23,25,36,19,39,29,1,34, , , , ,1, , ,1,11
86,R_2eakySjG43IWNQp,0,1,5,6,6,5,6,6,7,6,6,5,7,6,6,5,5,5,6,5, ,6,6,6,5,6,6,5,6,6,6,7,2,5,6,5, ,5,6,6,6,6,5,1,8,10,30,39,11,37,19,33,5,40,3,20,18,12,14,21,4,23,31,32,25,24,38,13,28,26,15,27,36,7,9,29,35,2,17,41,16,34,22,6,2, , , , , ,1, , ,1,15
87,R_3QLAVECQRXyPBLH,0,1,7,6,6,6,6,7,7,6,6,7,6,7,6,6,7,6,1,1,2,2,1,2,3,3,1,2,1,2,1,1,2,2,2,4,4,4,4,4,4,4,4,22,9,31,1,36,34,32,40,30,33,38,19,16,8,15,25,21,12,3,14,6,39,29,11,37,27,28,26,23,5,7,20,4,41,24,2,17,18,35,13,10,2,35, , , ,1, , , ,1,4
88,R_1LiEHBgA3uq0OLP,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,13,41,15,18,14,5,1,39,11,21,2,24,38,19,23,37,17,34,16,10,31,29,22,36,6,25,12,4,3,33,26,7,32,35,20,9,27,30,8,40,28,1,25, , , , ,1, , ,1,8
89,R_3rH59fnkQpMSkHz,1,1,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,2,3,28,22,27,16,20,8,29,26,37,9,25,33,32,15,19,14,39,36,21,10,18,24,41,7,17,30,31,12,5,11,6,13,34,1,38,40,23,35,4,2,36, , , , ,1, , ,1,20
90,R_z6buIVR5IZjQg6Z,1,1,3,5,5,5,2,6,4,2,4,2,6,4,5,5,2,5,5,4,4,2,3,3,6,3,3,6,5,3,4,3,2,6,4,4,6,2,6,5,4,2,4,36,17,6,28,30,27,26,16,12,35,34,19,21,31,37,10,38,32,7,9,29,5,33,22,15,41,3,1,11,8,14,18,40,39,13,2,4,24,25,23,20,1,26, , , , ,1, , ,1,6
91,R_O9ChDqVsEYNtfTH,1,1,4,6,5,6,7,5,6,7,5,5,4,6,5,4,6,6,2,3,3,3,4,2,3,6,2,2,5,6,3,6,2,5,3,4,4,4,4,4,4,6,6,32,37,1,17,36,12,14,7,21,25,23,6,4,19,31,2,16,26,30,29,10,8,18,3,28,24,11,5,35,13,22,41,38,40,20,39,9,34,33,27,15,1,35, , , , ,1, , , ,9
92,R_3oYdXy72ymiWLsL,1,1,6,6,5,6,6,6,5,6,6,7,6,7,6,6,6,6,2,3, ,2,3,6,3,3,2,2,1,3,2,2,2,4,2,4,4,4,6,4,4,4,3,13,38,17,15,36,39,32,23,30,11,25,2,7,12,8,9,27,19,20,28,26,37,41,3,6,18,1,4,16,21,14,35,34,22,10,29,31,40,33,24,5,1,51, , , , ,1, , ,1,36
93,R_3dDJiFTQNLRzJij,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,23,31,11,28,24,22,33,18,29,9,19,1,39,41,26,37,15,8,3,25,2,6,30,32,14,13,35,5,4,10,34,21,16,12,38,17,27,7,20,40,36,1,26, , , , ,1, , ,1,7
94,R_3stVCHGxUnJtBju,1,1,7,7,7,6,6,6,6,6,5,7,5,6,7,7,7,7,5,6,7,7,7,6,7,7,5,6,7,7,5,7,2,7,6,7,6,7,6,7,6, ,7,39,3,36,14,17,38,31,24,25,2,40,20,29,32,22,23,18,4,41,21,37,1,19,33,9,11,30,15,7,10,5,26,8,28,27,6,34,16,12,35,13,2,28, , , ,1, , , ,1,5
95,R_2ALI4p4kNO0J12U,1,1,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,1,1,1,1,1,1,1,1,2,1,1,4,4,1,2,2,1,4,4,4,4,4,4,4,7,21,22,28,37,17,16,34,25,31,18,27,35,26,20,38,6,19,2,29,33,8,9,36,13,15,30,3,4,10,14,1,11,39,7,40,24,5,23,32,12,41,2,29, , , ,1, , , ,3,2
96,R_1M5JMovBALymv51,1,1,5,4,5,4,6,6,6,5,6,6,7,6,7,6,6,5,1,3,2,3,4,3,1,3,2,3,1,2,1,2,2,6,2,4,4,4,4,4,4, ,4,28,20,16,13,10,37,9,12,25,32,1,34,3,38,40,31,26,41,30,15,21,11,5,18,35,17,8,7,4,23,29,22,6,39,33,14,2,27,19,24,36,1,28, , , , ,1, , ,2,5
97,R_2WAnrQmsJ6baTT8,1,1,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,1,1,1,1,4,3,2,2,1,1,1,2,1,2,2,2,1,4,4,4,4,4,4,4,4,2,12,11,39,17,14,36,8,23,19,25,21,32,38,9,10,27,3,4,35,37,20,5,40,33,24,22,18,34,16,29,26,6,15,7,30,13,1,28,41,31,2,37, , , ,1, , , ,1,20
98,R_2ck3sgiQmh5RPVp,1,1,7,6,5,6,7,6,6,6,6,6,7,6,6,4,7,5,1,3,2,3,4,2,1,2,4,1,1,3,3,1,2,3,2,6,4,4,6,5,5,5,4,32,12,21,31,35,24,7,15,17,34,28,8,29,25,13,30,11,38,41,16,14,9,4,10,33,18,23,36,39,20,22,6,2,3,40,37,1,26,27,5,19,1,26, , , ,1, , , ,2,7
99,R_2CvvALsuznEumwy,1,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,1,1,4,4,4,4,4,4,4,4,36,40,4,17,24,21,25,29,1,31,20,12,23,18,7,19,14,15,3,28,5,27,8,34,41,2,11,13,38,22,9,35,37,26,32,6,16,10,33,30,39,1,65, , , , ,1, , ,1,46
100,R_XOrKhcPtyh01KQV,1,1,5,6,7,5,6,6,6,6,6,7,6,6,6,6,6,7,1,5,1,2,3,3, ,3,2,2,2,3,2,2,2,3,3,4,4,6,4,4,4,4,4,40,39,32,27,41,26,14,7,31,2,28,29,3,17,23,9,15,11,25,35,24,34,5,18,4,37,38,16,1,20,13,21,19,6,33,10,8,22,36,30,12,1,38, , , , ,1, , ,1,15
101,R_ebNg8Ml9WnvdNkt,1,1,6,5,5,6,5,6,6,6,6,6,5,6,7,7,6,7,7,6,6,5,6,6,6,7,5,5,7,6,5,6,6,5,5,6,7,5,7,6,7,6,7,18,17,21,36,30,5,26,40,34,1,35,33,37,2,16,6,23,8,28,7,12,10,31,14,39,13,27,24,25,22,29,4,9,20,41,15,32,3,11,38,19,1,58, , , , ,1, , ,1,20
102,R_2TKI8lGlHO0UWFF,1,1,5,6,6,6,6,6,6,6,6,7,7,6,7,6,6,5,2,3,2,2,3,3,3,2,2,2,1,2,1,2,2,2,2,4,4,4,4,4,4,4,5,19,16,32,21,22,40,33,24,27,20,41,8,3,2,11,35,17,38,9,25,39,10,13,12,23,34,28,7,6,15,30,4,5,31,14,36,37,26,18,29,1,2,29, , , , ,1, , ,1,11
103,R_2VabeVOr6IOWg1q,1,1,7,7,7,6,7,6,6,6,6,7,7,7,6,5,6,7,2,1,6,1,4,2,1,2,5,2,6,1,1,1,2,1,1,5,4,5,4,7,4,6,2,1,40,31,27,34,14,8,24,4,10,29,33,32,36,5,38,15,11,16,28,12,6,13,23,9,17,37,2,3,18,25,21,41,30,19,26,7,35,20,39,22,2,62, , , , ,1, , ,1,25
104,R_2D2kyvWjCY27i9D,1,1,7,7,7,6,6,7,7,7,7,7,6,7,7,7,7,6,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,27,3,37,40,29,38,1,4,34,8,14,5,33,20,6,41,9,7,30,35,12,39,19,23,31,17,25,18,13,2,32,15,26,36,16,28,24,21,10,22,11,1,60, , , , ,1, , ,1,43
105,R_1g8w1IIL7OnxMYY,1,1,5,6,6,5,5,6,5,5,7,6,6,6,6,6,6,5,5,5,5,5,6,5,6,6,6,6,6,5,5,5,2,6,5,5,5,6,5,6,5,5,5,20,5,17,14,39,2,4,34,9,21,30,38,31,35,32,26,29,40,33,41,37,18,27,23,22,28,8,12,7,13,6,1,19,11,16,10,24,15,36,25,3,1,35, , , , ,1, , ,1,6
106,R_2YVBue5RROXvOpV,1,1,6,7,6,6,7,6,6,6,7,7,7,6,6,7,7,6,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,1,4,4,4,4,4,4,4,4,6,33,14,27,2,29,37,9,39,41,40,13,26,35,17,19,11,7,8,25,15,1,34,24,31,28,21,32,20,5,36,18,4,38,23,12,10,30,22,16,3,1,60, , , , ,1, , ,3,33
107,R_1jrAIYt6LYQroRe,1,1,7,5,6,5,5,6,6,5,6,6,6,6,5,7,7,6,2,3,2,2,2,3,2,2,2,2,1,2,1,2,2,3,2,4,4,4,3,4,4,4,4,16,3,17,33,20,41,24,32,29,15,14,6,36,4,26,23,2,9,10,39,40,8,21,35,28,38,18,30,34,37,13,7,19,27,11,12,25,1,5,31,22,1,32, , , , ,1, , ,1,5
108,R_2QGJNZPYH1vwfhI,1,1,7,6,6,6,7,7,7,6,7,7,7,7,7,7,7,7,1,3,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,36,27,26,23,41,4,8,16,38,7,17,19,20,9,28,31,29,5,13,14,33,3,11,10,24,22,25,18,6,40,21,12,35,34,1,30,39,32,15,2,37,1,25, , , , ,1, , ,3,1
109,R_29aiYVafwoVMScg,1,1,5,6,5,5,5,5,5,5,5,7,6,6,6,5,6,6,2,3,2,3,3,3,3,3,2,1,1,3,1,2,2,3,2,4,4,5,4,4,4,4,5,26,1,41,19,38,11,35,22,18,39,20,29,14,5,30,2,27,3,9,28,31,23,25,40,33,17,16,10,4,13,34,32,8,15,12,6,37,7,21,36,24,1,24, , , , ,1, , ,1,5
110,R_Og58Yw2GqmUhIFb,1,1,5,5,5,5,7,7,7,7,6,7,6,7,6,7,7,6,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,2,4,4,4,4,4,4,4,5,24,21,35,29,11,19,39,10,41,23,32,30,9,6,27,17,38,26,40,12,25,13,37,36,15,14,33,4,16,31,20,5,28,8,22,1,7,2,34,18,3,1,33, ,1, , , , , ,1,11
111,R_2bTNNSTda9HYvZr,1,1,6,6,5,5,6,6,6,6,7,7,7,7,5,7,7,6,1,1,1,1,2,2,3,2,1,1,1,2,2,2,2,2,1,4,4,4,4,4,4,4,4,21,2,18,40,30,26,6,34,3,16,12,28,27,22,20,17,15,10,39,37,29,25,31,23,4,7,8,24,13,33,36,38,5,1,35,19,11,41,32,9,14,2,36, , , , ,1, , ,1,15
112,R_3PvoTyVocUBfdHI,1,1,5,6,5,6,6,6,6,6,5,5,6,6,6,6,6,6,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,4,4,4,4,4,4,4,26,1,17,23,16,24,19,8,39,31,13,3,36,28,25,9,10,32,30,5,40,22,35,20,37,38,7,15,6,29,14,12,18,33,27,21,34,11,2,41,4,1,40, , , , ,1, , ,1,19
113,R_3forR2W6sxzszqC,1,1,4,5,4,2,2,4,2,5,5,5,5,6,5,6,6,3,3,5,3,5,5,4,4,2,2,3,5,3,2,3,2,6,4,4,6,5,3,6,3,2,4,5,19,20,35,25,24,22,28,29,7,1,10,41,15,21,27,30,32,37,12,36,26,17,40,38,13,8,6,31,33,9,23,11,34,3,14,2,4,18,16,39,1,36, , , , ,1, , ,1,14
114,R_3iPQBPanmu0p2zQ,1,1,7,5,7,5,6,6,6,6,6,7,7,6,6,6,6,6,1,3,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,4,4,4,4,32,27,3,23,10,8,17,11,36,5,16,24,40,21,12,28,2,20,30,4,35,15,31,13,9,14,41,25,1,38,33,6,29,26,22,34,37,19,18,39,7,2,38, , , , ,1, , ,1,18
115,R_5iD48QrIxKLagRH,1,1,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,21,19,7,35,25,40,14,27,18,1,30,31,6,20,37,28,11,8,29,22,36,16,15,26,32,5,24,41,17,2,13,33,10,9,23,3,12,4,38,34,39,2,29, , , ,1,1, , ,1,5
116,R_u9sNosQBomIPKfv,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,4,4,4,3,4,4,6,4,31,7,32,17,14,15,22,25,2,19,3,11,9,12,16,36,29,23,4,10,13,18,27,6,8,40,26,28,39,41,5,38,33,21,20,30,35,37,24,1,34,1,27, , ,1, , , , ,1,4
117,R_3sANyWRci7MRW4R,1,1,4,3,5,4,4,2,2,4,5,3,3,3,3,4,3,3,1,4,6,2,4,4,2,2,2,5,5,2,3,3,2,4,3,4,3,3,2,5,4,4,4,40,37,11,18,5,34,9,30,39,15,36,22,13,14,10,8,1,35,27,20,12,26,16,29,32,28,17,23,2,19,4,24,31,38,7,25,6,33,41,3,21,2,26, , , , ,1, , ,1,12
118,R_YRZjWir4WFTxCcp,1,1,5,6,5,5,7,6,7,6,7,7,6,7,5,7,7,6,1,2,2,2,2,1,3,3,1,1,1,2,3,2, ,1,2,4,4,4,4,4,4,4,4,31,26,37,22,13,18,36,32,10,2,9,29,41,34,33,4,19,15,27,38,7,25,14,1,3,6,28,20,8,12,24,35,16,17,11,21,40,5,39,30,23,1,25, , , , ,1, , ,1,5
119,R_3e9x2ohBDaI87eC,1,1,3,6,7,6,6,5,4,4,6,6,4,5,6,3,4,4,5,6,6,7,6,4,6,4,6,4,3,3,3,5,2,6,5,5,5,5,5,6,5,3,4,15,23,24,25,32,3,1,22,40,37,27,39,18,13,7,29,33,16,12,10,2,41,31,14,28,36,34,5,8,9,17,6,4,11,30,21,26,38,35,19,20,1,26, , , ,1, , , ,1,5
120,R_2WIRFJv2u2vqscI,1,1,7,7,7,7,6,6,6,7,7,7,7,7,6,7,7,7,1,1,1,2,3,2,1,2,1,1,1,2,1,1,2,1,2,4,4,4,4,4,4,4,4,22,16,34,9,38,37,30,20,10,3,7,24,33,19,32,29,31,41,13,15,6,5,14,35,23,25,11,17,26,28,39,1,36,21,4,8,27,40,2,12,18,2,60, , , , ,1, , ,2,40
121,R_2ztEWRgtruQQyTs,1,1,7,6,6,7,7,7,7,7,6,7,7,7,6,7,7,7,1,2,1,2,1,3,2,2,1,2,1,3,2,2,2,2,2,4,4,4,4,4,4,4,4,6,8,21,24,30,35,32,10,40,1,31,5,36,37,12,14,29,25,15,11,23,27,22,39,41,16,17,20,33,2,18,26,38,7,3,4,34,13,19,28,9,2,30, , , , ,1, , ,3,13
122,R_3hg0LsQKyAHuA3s,1,1,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,2,3,1,3,2,2,2,1,1,1,1,2,1,1,2,1,1,4,4,4,4,4,4,4,4,9,11,15,34,2,33,25,23,21,35,24,36,7,16,3,6,19,5,40,41,38,8,39,31,22,32,1,26,30,29,18,10,12,20,28,37,14,17,13,27,4,1,37, , , , ,1, , ,1,17
123,R_2asKtSsy9ol2rkg,1,1,6,6,7,6,6,7,4,6,6,7,7,7,6,7,7,4,2,3,2,2,2,2,2,2,4,1,1,2,3,2,2,2,2,4,4,4,4,4,4,4,4,17,31,9,30,15,16,10,27,23,20,26,11,4,12,28,3,41,5,32,21,7,24,29,18,37,2,34,19,35,38,6,1,8,14,39,40,22,13,36,33,25,1,25, ,1, , , , , ,1,3
124,R_TmZl78aQ5D16ekh,1,1,5,5,6,6,6,5,5,6,5,5,5,4,6,5,6,6,5,5,5,4,6,6,4,5,4,5,5,6,7,5,3,4,7,5,6,5,5,6,4,5,5,29,7,16,9,30,8,41,40,18,25,23,26,31,32,2,24,14,1,3,33,20,28,4,27,22,37,15,6,10,19,35,13,39,12,38,17,34,11,36,21,5,1,34, , , , ,1, , ,1,20
125,R_3KCk4qGULbN3o0A,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,7,7,7,7,7,7,7,23,33,26,39,41,29,28,14,32,4,8,31,10,27,18,24,40,21,17,6,5,11,25,13,9,16,3,2,12,15,37,35,36,22,1,34,38,20,30,19,7,2,39, , , , ,1, , ,1,25
126,R_oZtuXaCUnTxPQ9b,1,1,5,5,4,4,3,4,4,5,3,5,4,5,5,3,4,3,4,5,4,4,4,4,3,4,3,4,3,5,3,5,2,4,4,3,4,3,4,4,4,4,4,11,23,17,40,18,24,6,14,37,30,28,22,8,32,10,2,1,9,39,33,35,41,27,19,5,29,16,38,4,26,12,21,31,34,7,20,25,3,13,36,15,2,33, , ,1, , , , ,1,12
127,R_3h6JvAS5rcTgbmn,1,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,5,4,4,5,4,5,9,7,5,27,17,28,38,19,13,34,26,10,21,37,30,39,33,32,3,31,6,40,29,12,8,23,41,35,20,24,14,25,22,1,4,2,11,15,16,36,18,2,28, , , , ,1, , ,2,0
128,R_AzFkTqm5OitTWM1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,1,1,1,6,1,1,1,1,3,1,1,2,1,1,6,6,6,6,6,6,6,6,18,28,35,9,40,7,19,27,5,10,12,8,32,3,13,36,26,25,21,41,1,29,34,15,20,30,37,4,14,33,11,23,16,17,6,24,2,22,31,39,38,2,32, , , , ,1, , ,1,11
